,created_at,text,in_reply_to_tweet_id,retweet_count,reply_count,like_count,Cleaned,label_predict,py_lib Predictions
14,2022-10-06T23:29:08.000Z,"@elonmusk Maybe - only if each Ukrainian who was killed in the “special military operations” or left gets to vote too.

Why are you trying so hard to give Ukraine to an army that invaded them?  I am now disgusted with you and Tesla, I’m glad I sold my stock…",1576994262226702336,0,0,0, maybe  ukrainian killed special military operations left gets vote too trying hard give ukraine army invaded them disgusted tesla im glad sold stock,0,0
15,2022-10-06T23:27:07.000Z,"@elonmusk Elon, stick with what you know and stop playing this silly game. You're inept at it. It doesn't make you relevant. It's embarrassing.
Stick. with. what. you. know.",1576994262226702336,0,1,0, elon stick know stop playing silly game inept it make relevant embarrassing stick with what you know,0,0
16,2022-10-06T23:27:00.000Z,@elonmusk 🤣,1576994262226702336,0,0,0, ,0,Neutral
17,2022-10-06T23:26:19.000Z,"@elonmusk Let's do the same with Alaska, after all Russia used to own it.

See how mind numbingly stupid that sounds?",1576994262226702336,0,0,0, lets alaska russia used it see mind numbingly stupid sounds,0,0
18,2022-10-06T23:25:51.000Z,@elonmusk Wow! You’re really dumb.,1576994262226702336,0,0,0, wow youre really dumb,0,0
19,2022-10-06T23:25:09.000Z,@elonmusk Your worse then the dump..,1576994262226702336,0,0,0, worse dump,0,0
20,2022-10-06T23:25:02.000Z,@elonmusk Who cares wtf you think?,1576994262226702336,0,0,0, cares wtf think,0,1
21,2022-10-06T23:24:28.000Z,@elonmusk Let’s try this then.  Your workers get to vote on being able to unionize.,1576994262226702336,0,1,0, lets try then workers get vote able unionize,0,0
22,2022-10-06T23:22:42.000Z,@elonmusk So give up California to Mexico bc will of “people” disproportionately skewed with open border?  Untenable obviously. Similar consequence for the Ukrainians.  Nuclear war has always been a deterrent but its threat cannot be rewarded with sovereign land,1576994262226702336,0,0,0, give california mexico bc people disproportionately skewed open border untenable obviously similar consequence ukrainians nuclear war always deterrent threat cannot rewarded sovereign land,0,0
23,2022-10-06T23:20:41.000Z,"@elonmusk Im quite disappointed with your idea.Because voting now is unfair to Ukraine.If you said that a vote by Donbass ppl with UN monitoring b4 the invation ofRussia,that wd be make sence.But now the condition has changed,Russ replace local ppl who die in the war with their ppl already",1576994262226702336,0,2,3, im quite disappointed ideabecause voting unfair ukraineif said vote donbass ppl un monitoring b invation ofrussiathat wd make sencebut condition changedruss replace local ppl die war ppl already,0,0
24,2022-10-06T23:17:33.000Z,@elonmusk So you are certainly are getting into it over this aren't you...,1576994262226702336,0,0,0, certainly getting you,0,1
25,2022-10-06T23:13:35.000Z,@elonmusk @psh472 Why is nobody talking about this? Uniswap is being exploited by this dude. More than $200k so far https://t.co/8ebyJOvqcl leaked in alpha group,1576994262226702336,0,0,0,  nobody talking this uniswap exploited dude k far,0,0
26,2022-10-06T23:12:36.000Z,@elonmusk Russia should and hopefully will be weakened to the point that they can never commit these atrocities on human beings again. Yours and many others hopes of fascist privilege for the rich will hopefully also be diminished soon. You used to be well respected among us. Quit the cult,1576994262226702336,0,0,0, russia hopefully weakened point never commit atrocities human beings again many others hopes fascist privilege rich hopefully also diminished soon used well respected among us quit cult,0,0
27,2022-10-06T23:12:00.000Z,"@elonmusk Seems fair. Sort of like the people of Baja California, Sonora and Monterey can decide if they want to be part of Mexico or the U.S. 

Although it probably depends on which armed military is standing at their front door forcing them vote, don’t you think?",1576994262226702336,0,0,3, seems fair sort like people baja california sonora monterey decide want part mexico us although probably depends armed military standing front door forcing vote dont think,0,0
28,2022-10-06T23:11:26.000Z,@elonmusk Hunter Biden laptop scandal ready to explode. Multiple FBI whistleblowers coming forward. Hunter turns down plea deal.  Entire Biden family involved.  Hunter about to be indicted !!!!!,1576994262226702336,0,1,0, hunter biden laptop scandal ready explode multiple fbi whistleblowers coming forward hunter turns plea deal entire biden family involved hunter indicted ,0,1
29,2022-10-06T23:10:07.000Z,"@elonmusk By the time you posted this they already had a referendum that showed the will of the people want to be part of Russia ... right?!

And this will of the people appears seems to be blatantly ignored by the US?  So why the poll?  🤔",1576994262226702336,0,0,1, time posted already referendum showed people want part russia  right people appears seems blatantly ignored us poll ,0,0
30,2022-10-06T23:10:06.000Z,@elonmusk Почему они не хотят цивилизованно решать конфликт?...тайна за семью печатями👀,1576994262226702336,0,1,1,          ,0,Neutral
31,2022-10-06T23:10:01.000Z,"@elonmusk if you're so concerned with WW3 can't you just, idk, sign a contract with the military to make nuclear defense systems? You already made rockets that come back to earth, what's holding you back?",1576994262226702336,0,0,0, concerned ww cant just idk sign contract military make nuclear defense systems already made rockets come back earth whats holding back,0,0
32,2022-10-06T23:08:54.000Z,"@elonmusk It's also about going after Russia, they've been a bad actor on the global stage for a while now.  This gives us our opportunity to take them down, it may not be cotton candy and rainbows, but its for the greater good. My $0.02",1576994262226702336,0,0,0, also going russia theyve bad actor global stage now gives us opportunity take down may cotton candy rainbows greater good ,1,0
33,2022-10-06T23:08:38.000Z,@elonmusk Ukraine is a sovereign country. What a nonsense poll!,1576994262226702336,0,0,0, ukraine sovereign country nonsense poll,0,0
34,2022-10-06T23:08:22.000Z,"@elonmusk Donbas, Luhansk &amp; Crimea, areas w/ massive energy reserves that the US &amp; Russia are fighting over.  US sponsored 8yrs of terror against the people in these regions, as part of a wider strategy war to destabilize Russia. Poll or not, it's a dirty business.  https://t.co/5d3GdkOngL",1576994262226702336,0,0,0, donbas luhansk amp crimea areas w massive energy reserves us amp russia fighting over us sponsored yrs terror people regions part wider strategy war destabilize russia poll not dirty business,0,0
35,2022-10-06T23:06:50.000Z,"@elonmusk American opinions (your tweet) are irrelevant to the sovereignty of Ukraine. In fact, your infantile proposal is insulting to the Ukrainian people. How about you ask if Texans want to secede? If they say yes, should we allow it?",1576994262226702336,0,0,1, american opinions your tweet irrelevant sovereignty ukraine fact infantile proposal insulting ukrainian people ask texans want secede say yes allow it,0,0
36,2022-10-06T23:05:32.000Z,@elonmusk So can Missouri decide whether wants to be a part of Canada?,1576994262226702336,0,0,2, missouri decide whether wants part canada,0,0
37,2022-10-06T23:05:17.000Z,@elonmusk 2014 https://t.co/hyRVICcWqe,1576994262226702336,0,1,1, ,0,Neutral
38,2022-10-06T23:04:30.000Z,@elonmusk https://t.co/xTgYav1qkl,1576994262226702336,0,0,0,,0,Neutral
39,2022-10-06T23:04:09.000Z,@elonmusk They already did. That’s why they are part of Ukraine 🇺🇦.,1576994262226702336,0,0,2, already did thats part ukraine ,0,0
40,2022-10-06T23:04:03.000Z,"@elonmusk Do the ones with guns at their heads count as an automatic ""yes""?",1576994262226702336,0,0,0, ones guns heads count automatic yes,1,1
41,2022-10-06T23:02:29.000Z,"@elonmusk Yes, please!
People at war are killing each other every day, on both sides. War is loose-loose.
Any peaceful solution is a good solution.
All lives matter!",1576994262226702336,0,0,1, yes please people war killing every day sides war looseloose peaceful solution good solution lives matter,0,1
42,2022-10-06T22:56:39.000Z,@elonmusk Let’s try this then: the will of the people who live in the #Tigray should decide whether they’re part of Ethiopia or not,1576994262226702336,0,0,0, lets try then people live tigray decide whether theyre part ethiopia,0,0
43,2022-10-06T22:56:16.000Z,"@elonmusk Thank you for your support, all the world from Crimea and Donbass",1576994262226702336,0,0,1, thank support world crimea donbass,1,0
44,2022-10-06T22:54:30.000Z,@elonmusk https://t.co/DQw38CJ7fi,1576994262226702336,0,0,1,,0,Neutral
45,2022-10-06T22:53:37.000Z,"@elonmusk You were showed the map how all Ukraine voted for Zelenski but the point is that Zelenski promised befor elections to make peace with Donbass, and dont divide people acording language and he seamed to be prorussian! But he turned out a bloody lier and was influenced by terrorists",1576994262226702336,0,0,0, showed map ukraine voted zelenski point zelenski promised befor elections make peace donbass dont divide people acording language seamed prorussian turned bloody lier influenced terrorists,0,0
46,2022-10-06T22:50:32.000Z,@elonmusk si,1576994262226702336,0,0,0, si,0,1
47,2022-10-06T22:48:56.000Z,@elonmusk No and the united states and Ukraine are the enemy and I wouldn't blame Putin if he nuked the west coast because it's Biden's fault for being a fuckin failure as a president,1576994262226702336,0,0,0, united states ukraine enemy blame putin nuked west coast bidens fault fuckin failure president,0,0
48,2022-10-06T22:46:29.000Z,@elonmusk Let the people pushed out of these areas move back and vote. The dead Ukrainians in these areas should be considered as a NO vote automatically.,1576994262226702336,0,0,0, let people pushed areas move back vote dead ukrainians areas considered vote automatically,0,0
49,2022-10-06T22:46:03.000Z,"@elonmusk The problem is that the occupied territories have faced significant human rights abuses, including torture and mass deportation to Russia. What on earth makes you think that elections held in those areas, UN sanctioned or no, would reflect the will of the people free of coercion?",1576994262226702336,0,0,0, problem occupied territories faced significant human rights abuses including torture mass deportation russia earth makes think elections held areas un sanctioned no would reflect people free coercion,0,0
50,2022-10-06T22:45:58.000Z,@elonmusk Elon why you are not buying land of the same size for the people in Donbas &amp; Crimea? Only people who want to belong to russia will stay. And Dmitri Peskow will be happy. Other territories of ukraine will become NATO for clear conditions.,1576994262226702336,0,0,0, elon buying land size people donbas amp crimea people want belong russia stay dmitri peskow happy territories ukraine become nato clear conditions,1,1
51,2022-10-06T22:45:25.000Z,"@elonmusk Does this include all of the ethnic Russians that Putin moved into the area, displacing the native Ukrainians and forcing them to exile or worse killed?

That is a war crime BTW. (looking at you too Israel)",1576994262226702336,0,0,0, include ethnic russians putin moved area displacing native ukrainians forcing exile worse killed war crime btw looking israel,0,0
52,2022-10-06T22:44:15.000Z,@elonmusk My sister's car when she tried to evacuate from Soledar to escape the war. https://t.co/TbviA5kIHO,1576994262226702336,0,0,4, sisters car tried evacuate soledar escape war,0,0
53,2022-10-06T22:42:48.000Z,"@elonmusk The solution will be a sentient AI that is void of negative human emotions. It will organize and distribute the world's resources for humanity in an optimized and just manner.

It will prioritize love and joy, forget about the past, and focus on building a better future for all. https://t.co/4SdncLp0aT",1576994262226702336,1,0,1, solution sentient ai void negative human emotions organize distribute worlds resources humanity optimized manner prioritize love joy forget past focus building better future all,1,0
54,2022-10-06T22:41:45.000Z,"@elonmusk Let's hold a referendum with Amber Heard on the alienation of 20% of your capital from you, and you will not participate in the discussion. The observer will be the UN, if the referendum with Amber Heard is positive, you will give this money. What do you think, Elon Musk?",1576994262226702336,0,0,0, lets hold referendum amber heard alienation  capital you participate discussion observer un referendum amber heard positive give money think elon musk,1,0
55,2022-10-06T22:32:10.000Z,@elonmusk https://t.co/yy9hjv4WUl,1576994262226702336,0,0,0,,0,Neutral
56,2022-10-06T22:31:26.000Z,"@elonmusk Thank You, Elon Minsk :-)
Or Elon Rusk. This is basically what Russia wanted in the Minsk accords...",1576994262226702336,0,0,3, thank you elon minsk  elon rusk basically russia wanted minsk accords,1,1
57,2022-10-06T22:28:38.000Z,@elonmusk History will judge you.,1576994262226702336,0,0,0, history judge you,0,1
58,2022-10-06T22:28:32.000Z,"@elonmusk It's time for everyone to look in the mirror and realize we humans are not so different from the rest of the animal kingdom, fighting over territory and resources. https://t.co/kv7OgU8aEi",1576994262226702336,1,0,1, time everyone look mirror realize humans different rest animal kingdom fighting territory resources,0,0
59,2022-10-06T22:28:12.000Z,"@elonmusk No.  Stfu about Ukraine, focus on space and janky cars.",1576994262226702336,0,0,0, no stfu ukraine focus space janky cars,0,0
60,2022-10-06T22:26:39.000Z,@elonmusk Thats funny. You claim its all bots then try to use the bots in a poll.,1576994262226702336,0,0,0, thats funny claim bots try use bots poll,0,0
61,2022-10-06T22:26:29.000Z,@elonmusk The US will gladly agree to a UN held referendum as long as it uses Dominion voting machines. :),1576994262226702336,0,0,0, us gladly agree un held referendum long uses dominion voting machines ,0,1
62,2022-10-06T22:26:18.000Z,@elonmusk If you don't live in Ukraine it's not your business,1576994262226702336,0,0,0, live ukraine business,0,1
63,2022-10-06T22:26:12.000Z,@elonmusk #StopHazaraGenocide,1576994262226702336,0,0,0, stophazaragenocide,0,0
64,2022-10-06T22:25:53.000Z,@elonmusk Statement above are solely opinions from unqualified person in diplomatic and global political landscape. Viewer discretion advised,1576994262226702336,0,0,0, statement solely opinions unqualified person diplomatic global political landscape viewer discretion advised,0,1
65,2022-10-06T22:25:19.000Z,@elonmusk I guess China owns part of Tesla being there?🤣,1576994262226702336,0,0,1, guess china owns part tesla there,0,0
66,2022-10-06T22:25:16.000Z,"@elonmusk Anyone who wants to live in Russia should pack their bags and leave. Чемодан, вокзал, Москва.",1576994262226702336,0,0,0, anyone wants live russia pack bags leave   ,0,0
67,2022-10-06T22:22:47.000Z,"@elonmusk Looks like Russian Bots win, dumbass.",1576994262226702336,0,0,0, looks like russian bots win dumbass,0,0
68,2022-10-06T22:22:39.000Z,"@elonmusk If they want russia, they should go there. If I were French for example I move to France, not ask to annex my land. Also US has so many people from different countries living here, should their governments come  and claim the land too? 🤔",1576994262226702336,0,0,0, want russia go there french example move france ask annex land also us many people different countries living here governments come claim land too ,0,0
69,2022-10-06T22:20:40.000Z,@elonmusk Dude you are a joke bro! Stick to ur rockets and not to politics please,1576994262226702336,0,0,0, dude joke bro stick ur rockets politics please,0,0
70,2022-10-06T22:19:34.000Z,"@elonmusk This you now shitcoiner 😎👍
#Bitcoin #Russia #NATORussiaWar #RussiaUkraineWar https://t.co/kbAdQoNF56",1576994262226702336,0,1,1, shitcoiner  bitcoin russia natorussiawar russiaukrainewar,0,0
71,2022-10-06T22:19:22.000Z,"@elonmusk Let something STRAIGHT it’s not weather Ukraine wants to be part of Russia or not it’s about entrapping the USA for its destruction, and let me assure that the plan is going better than anticipated!",1576994262226702336,0,2,1, let something straight its weather ukraine wants part russia its entrapping usa destruction let assure plan going better anticipated,0,0
72,2022-10-06T22:17:43.000Z,@elonmusk https://t.co/Swpvx56bUE,1576994262226702336,0,0,0,,0,Neutral
73,2022-10-06T22:17:42.000Z,@elonmusk Yes!,1576994262226702336,0,0,0, yes,1,1
74,2022-10-06T22:17:30.000Z,"@elonmusk So you want to reward the aggressor and hope the aggression will cease. For an incredibly intelligent person, this perspective saddens me",1576994262226702336,0,0,0, want reward aggressor hope aggression cease incredibly intelligent person perspective saddens,1,0
75,2022-10-06T22:16:57.000Z,@elonmusk https://t.co/mzroNI5RBi,1576994262226702336,0,0,0,,0,Neutral
76,2022-10-06T22:16:27.000Z,@elonmusk Zelynsky in March 2022 #WhatChanged #PeaceTalks #WW3 https://t.co/wSDr8r1U9s,1576994262226702336,0,0,0, zelynsky march  whatchanged peacetalks ww,0,1
77,2022-10-06T22:15:59.000Z,@elonmusk Part 2. Poutine doesn't invade. Later on sells Ukraine back for 2 euros. We gotta make a bit of profit.,1576994262226702336,0,0,0, part  poutine invade later sells ukraine back  euros gotta make bit profit,0,0
78,2022-10-06T22:14:51.000Z,@elonmusk Under wich drugs you are?,1576994262226702336,0,0,0, wich drugs are,0,0
79,2022-10-06T22:14:48.000Z,@elonmusk Better idea. Canada could have done a land deal just like the Alaska  or Louisiana land purchases. Buys the Ukraine for an Euro. Ukraine is now part of Canada. Tells Poutine that any invasion will be considered an act of war and Article 5 would be invoked.,1576994262226702336,0,0,0, better idea canada could done land deal like alaska louisiana land purchases buys ukraine euro ukraine part canada tells poutine invasion considered act war article  would invoked,0,0
80,2022-10-06T22:14:26.000Z,@elonmusk Just take us to Mars and let those old pricks who still use wars in the 21st century destroy Earth with their short sight.,1576994262226702336,0,0,0, take us mars let old pricks still use wars st century destroy earth short sight,0,0
81,2022-10-06T22:13:27.000Z,@elonmusk So you want to turn a blind eye to all the atrocities that the Russians have committed in Ukraine.  Why reward violence.,1576994262226702336,0,0,0, want turn blind eye atrocities russians committed ukraine reward violence,0,0
82,2022-10-06T22:11:58.000Z,@elonmusk Yes,1576994262226702336,0,0,0, yes,1,1
83,2022-10-06T22:11:55.000Z,@elonmusk Sie sind pervers!,1576994262226702336,0,0,0, sie sind pervers,0,0
84,2022-10-06T22:11:00.000Z,@elonmusk ask them should j turn off starlink,1576994262226702336,0,0,0, ask j turn starlink,0,0
85,2022-10-06T22:10:43.000Z,@elonmusk Do yourself a favor and stay out of foreign affairs.,1576994262226702336,0,0,3, favor stay foreign affairs,0,0
86,2022-10-06T22:09:56.000Z,"@elonmusk Let's try this... and learn about international law, unconstitutional behavior and breaking the Budapester memorandum by the russians and on top of this, maybe it wasn't the best start to first kill  tens of thousands Ukrainians...🤦 https://t.co/n3gdfQbAA8",1576994262226702336,0,0,0, lets try this learn international law unconstitutional behavior breaking budapester memorandum russians top this maybe best start first kill tens thousands ukrainians,0,0
87,2022-10-06T22:08:51.000Z,"@elonmusk No Elon and the world are stating we don't trust anyone in the public eye who won't allow The People of the region to speak their minds freely.

The Ukrainian and Russian people don't want war.
We The People do not want war.

How to we end this conflict peacefully.",1576994262226702336,0,1,0, elon world stating trust anyone public eye allow people region speak minds freely ukrainian russian people want war people want war end conflict peacefully,0,0
88,2022-10-06T22:07:33.000Z,"@elonmusk At gunpoint you mean, imbecile 

They hardly recorded citizens ACTUAL wishes in the utterly corrupt “referendums”

92% is one region alone ?

Nonsense and you know it 

Sure if they were allowed to vote 

but they weren’t  &amp; never will be 

#PutinWarCriminal #TrumpCult",1576994262226702336,0,0,0, gunpoint mean imbecile hardly recorded citizens actual wishes utterly corrupt referendums  one region alone  nonsense know sure allowed vote werent amp never putinwarcriminal trumpcult,0,0
89,2022-10-06T22:06:42.000Z,@elonmusk i think they should,1576994262226702336,0,0,0, think,0,1
90,2022-10-06T22:05:35.000Z,"@elonmusk When they come for Alaska, should we hold a vote?",1576994262226702336,0,0,0, come alaska hold vote,1,1
91,2022-10-06T22:04:55.000Z,@elonmusk Would not the greater question be. Why do we continue projecting thoughts of belittlement and war on others?,1576994262226702336,0,0,0, would greater question be continue projecting thoughts belittlement war others,0,0
92,2022-10-06T22:04:32.000Z,@elonmusk Are you aware that people who live in Crimea have absolutely no choice? Russia claimed illegal annexation and there is no such thing as freedom of choice under Russian regime.,1576994262226702336,0,0,0, aware people live crimea absolutely choice russia claimed illegal annexation thing freedom choice russian regime,0,0
93,2022-10-06T22:00:01.000Z,"@elonmusk And yet vast majority of people fleeing from Russian invasion fled towards the EU

How about we try have same referendum in USA, already clear that the USA will be split into 2 groups, putting an end to political division in America, GOP rule one group &amp; Dems rule the other!?",1576994262226702336,0,0,0, yet vast majority people fleeing russian invasion fled towards eu try referendum usa already clear usa split  groups putting end political division america gop rule one group amp dems rule other,0,0
94,2022-10-06T21:59:45.000Z,@elonmusk Someone is a famewhore 🤫,1576994262226702336,0,1,0, someone famewhore ,0,1
95,2022-10-06T21:58:57.000Z,@elonmusk What nobody talk about Afghanistan or Palestine ?,1576994262226702336,0,0,0, nobody talk afghanistan palestine ,0,0
96,2022-10-06T21:57:40.000Z,@elonmusk The fact is that more than half of the population that lived in Crimea and Donbas before the war had already left there. Only those who support Punin remained there.,1576994262226702336,0,0,3, fact half population lived crimea donbas war already left there support punin remained there,0,0
97,2022-10-06T21:57:07.000Z,"@elonmusk Elon Max, who influences your opinion?  do you maybe smoke something?  because an adequate person cannot say such things",1576994262226702336,0,0,0, elon max influences opinion maybe smoke something adequate person cannot say things,0,1
98,2022-10-06T21:55:05.000Z,"@elonmusk Totally agree. You are right. Without compromise we will be in war for 10 years additionally, giving back the Russian language in Ukraine schools.  
Mr. Masc should be US president instead of Old Grandpa.",1576994262226702336,0,0,1, totally agree right without compromise war  years additionally giving back russian language ukraine schools mr masc us president instead old grandpa,0,0
99,2022-10-06T21:52:10.000Z,"@elonmusk ELON, NATO and Russia won't accept the results of an election, charging each as corrupt. The ONLY solution is to have a corruption free election and the ONLY way to do that is with the Ballot-Receipt method outlined in #wcdemocracy Read and learn for FREE https://t.co/GmLzBBAv1B",1576994262226702336,0,0,0, elon nato russia accept results election charging corrupt solution corruption free election way ballotreceipt method outlined wcdemocracy read learn free,0,0
100,2022-10-06T21:52:09.000Z,@elonmusk Trump wants to return to Twitter.  Is it true he told you without him you'll be a failure.,1576994262226702336,0,1,0, trump wants return twitter true told without failure,0,0
101,2022-10-06T21:50:10.000Z,@elonmusk Finally someone came up with a workaround.,1576994262226702336,0,1,0, finally someone came workaround,1,1
102,2022-10-06T21:49:25.000Z,"@elonmusk Seriously, who do you think prepared those polls.  BTW, even Clown Trump thinks you're a fraud.

lol",1576994262226702336,0,0,0, seriously think prepared polls btw even clown trump thinks fraud lol,0,0
103,2022-10-06T21:48:40.000Z,"@elonmusk I feel like the owner of your millions.  Do you have to give them to me now?  so if someone feels that he is a part of Russia, then let him go to live in Russia.",1576994262226702336,0,0,1, feel like owner millions give now someone feels part russia let go live russia,0,0
104,2022-10-06T21:48:19.000Z,"@elonmusk I know someone from Luhansk. She absolutely supports Russia, and would vote to be part of it.

However, her opinion is shaped in it's entirety by the lies that have been fed to her for years by the Kremlin propaganda machine.

How free and fair would her vote be?
How legitimate?",1576994262226702336,0,0,0, know someone luhansk absolutely supports russia would vote part it however opinion shaped entirety lies fed years kremlin propaganda machine free fair would vote be legitimate,0,0
105,2022-10-06T21:47:46.000Z,@elonmusk Лёня....иди на хуй с такими голосовалками....если хочешь приезжай в РФ и проводи такие голосовалки....там опыт большой,1576994262226702336,0,1,0,                ,0,Neutral
106,2022-10-06T21:47:19.000Z,@elonmusk https://t.co/WTutyZ2fTV https://t.co/TK58Ppig2Z,1576994262226702336,0,0,0,,0,Neutral
107,2022-10-06T21:47:03.000Z,"@elonmusk In isolation, framing it as ""will of the people"" is compelling.  Most believe that ""the will of the people"" matters.  However, sovereignty can't be determined this way.  Otherwise, you could send trucks of people to live somewhere to take over land.",1576994262226702336,0,0,0, isolation framing will people compelling believe the people matters however sovereignty cant determined way otherwise could send trucks people live somewhere take land,0,0
108,2022-10-06T21:46:39.000Z,@elonmusk https://t.co/WTutyZ2fTV,1576994262226702336,0,0,0,,0,Neutral
109,2022-10-06T21:46:26.000Z,"@elonmusk If all the owners of Tesla vote that the company belongs to a homeless person, will you hand it over?",1576994262226702336,0,0,0, owners tesla vote company belongs homeless person hand over,0,0
110,2022-10-06T21:45:04.000Z,"@elonmusk With your logic on this, let’s ask people from Mexico who live within 100-200miles from US boarder if they want to be a part of USA and have US passports. If they do, US should come with tanks and all the forces on their territory and declare this territory as theirs?",1576994262226702336,0,0,0, logic this lets ask people mexico live within miles us boarder want part usa us passports do us come tanks forces territory declare territory theirs,0,1
111,2022-10-06T21:44:51.000Z,"@elonmusk My friend Elon musk, you are not either Ukrainian or Russian. You can’t know what is going on and was was going on until 2014 and of course after 2014. You have to understand that saying something like that is unclear because there is no point on this.",1576994262226702336,0,0,1, friend elon musk either ukrainian russian cant know going going  course  understand saying something like unclear point this,0,0
112,2022-10-06T21:44:02.000Z,@elonmusk You have no idea what you're talking about. I used to respect you but...what has happened to you? Just because you have a big wallet doesn't mean you know everything.,1576994262226702336,0,0,0, idea talking about used respect butwhat happened you big wallet mean know everything,0,0
113,2022-10-06T21:42:00.000Z,"@elonmusk If anyone wants to live in russia, there's plenty of land there, they can just move! What does this have to do with Ukraine's borders?",1576994262226702336,0,0,0, anyone wants live russia theres plenty land there move ukraines borders,0,1
114,2022-10-06T21:38:46.000Z,@elonmusk https://t.co/kTIhBMzWq6,1576994262226702336,0,0,0,,0,Neutral
115,2022-10-06T21:38:03.000Z,"@elonmusk I know you want peaceful times and you have a way of catering to all sides, but now is not the time for that, Putin does pose a threat to the world as a whole, and Ukraine should never and will never give up their land, especially now.  Putin should be killed and that's that.❤️",1576994262226702336,0,0,0, know want peaceful times way catering sides time that putin pose threat world whole ukraine never never give land especially now putin killed thats that,0,0
117,2022-10-06T21:37:09.000Z,@elonmusk Ucrania🇺🇦💙💛,1576994262226702336,0,0,0, ucrania,0,0
118,2022-10-06T21:35:51.000Z,"@elonmusk Thank you much for raising this issue!
I don't use twitter, but came here to comment.",1576994262226702336,0,0,0, thank much raising issue use twitter came comment,1,1
119,2022-10-06T21:34:24.000Z,"@elonmusk It wouldn’t be fair at least because a lot of people from Donbas and Crimea moved to other cities of Ukraine, they had to leave their homes because of war. And a lot of russians now live on these territories. So it’s nonsense",1576994262226702336,0,0,3, wouldnt fair least lot people donbas crimea moved cities ukraine leave homes war lot russians live territories its nonsense,0,0
